area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,3.0,1.0,1440.0
Super built-up  Area,20-Jan,Festac,3 BHK,General Lagos Estate,1823,3.0,2.0,927.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1310,3.0,3.0,810.0
Super built-up  Area,Ready To Move,Abule Egba,3 BHK,General Lagos Estate,1520,2.0,2.0,540.0
Super built-up  Area,18-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1610,3.0,1.0,666.27
Plot  Area,18-Aug,Lekki,3 Bedroom,General Lagos Estate,1500,3.0,1.0,707.1299999999999
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1400,2.0,2.0,720.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1625,3.0,2.0,1080.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1500,5.0,3.0,2385.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,900,2.0,1.0,216.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1100,2.0,0.0,288.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,450.0
Super built-up  Area,18-Dec,Other Lagos Areas,4 BHK,General Lagos Estate,2774,4.0,3.0,1773.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,994,2.0,0.0,492.03000000000003
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1455,3.0,3.0,675.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1200,3.0,1.0,711.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1172,2.0,1.0,675.0
Super built-up  Area,Ready To Move,Iyana Ipaja,3 BHK,General Lagos Estate,1935,3.0,2.0,918.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1856,3.0,3.0,954.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2392,3.0,2.0,2241.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,900,2.0,2.0,315.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1757,3.0,3.0,882.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1027,2.0,2.0,396.0
Super built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1626,3.0,3.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,1.0,486.0
Super built-up  Area,19-Dec,Ojota,3 BHK,General Lagos Estate,1559,3.0,1.0,733.9499999999999
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1190,2.0,2.0,450.0
Super built-up  Area,Ready To Move,Ebute Metta,2 BHK,General Lagos Estate,1200,2.0,1.0,648.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1174,2.0,1.0,666.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,1.0,585.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1603,2.0,0.0,1125.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1278,3.0,2.0,630.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2180,3.0,,2565.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1085,2.0,1.0,450.0
Super built-up  Area,19-Jun,Lekki,2 BHK,General Lagos Estate,1195,2.0,1.0,552.24
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,450,1.0,0.0,270.0
Super built-up  Area,19-Jan,Other Lagos Areas,4 BHK,General Lagos Estate,6500,5.0,2.0,12600.0
Super built-up  Area,Ready To Move,Ajah,1 BHK,General Lagos Estate,550,1.0,1.0,103.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1165,2.0,2.0,405.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3000,4.0,2.0,2709.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1452,3.0,3.0,540.0
Super built-up  Area,18-Jan,Other Lagos Areas,1 BHK,General Lagos Estate,702,1.0,1.0,468.0
Super built-up  Area,Ready To Move,Gbagada,2 BHK,General Lagos Estate,1020,2.0,1.0,385.46999999999997
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1340,2.0,1.0,585.0
Super built-up  Area,18-Apr,Yaba,2 BHK,General Lagos Estate,1125,2.0,1.0,493.2
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1160,2.0,1.0,364.77
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,1.0,450.0
Super built-up  Area,19-Dec,Agege,3 BHK,General Lagos Estate,1960,3.0,1.0,1242.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,3.0,2.0,468.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1200,4.0,1.0,1980.0
Super built-up  Area,18-Dec,Other Lagos Areas,4 BHK,General Lagos Estate,3496,4.0,,2358.0
Super built-up  Area,Ready To Move,Ajah,2 BHK,General Lagos Estate,975,2.0,1.0,288.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1700,3.0,3.0,1125.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1800,4.0,0.0,2070.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,612,3.0,0.0,423.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1275,2.0,3.0,621.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,650,1.0,0.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1495,2.0,2.0,990.0
Super built-up  Area,Ready To Move,Eko Atlantic,2 BHK,General Lagos Estate,1200,2.0,2.0,432.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,3750,6.0,2.0,2655.0
Super built-up  Area,19-Mar,Other Lagos Areas,3 BHK,General Lagos Estate,1679,3.0,2.0,853.74
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1450,3.0,2.0,675.0
Super built-up  Area,18-Nov,Other Lagos Areas,2 BHK,General Lagos Estate,1210,2.0,1.0,738.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1300,2.0,1.0,459.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1165,2.0,1.0,446.49
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1623,3.0,3.0,1395.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1115,2.0,1.0,322.2
Super built-up  Area,Ready To Move,Adeniyi Jones,1 BHK,General Lagos Estate,450,1.0,1.0,180.0
Super built-up  Area,18-Apr,Other Lagos Areas,2 BHK,General Lagos Estate,1170,2.0,1.0,558.0
Built-up  Area,Ready To Move,Ebute Metta,4 Bedroom,General Lagos Estate,2065,4.0,0.0,2232.0
Built-up  Area,Ready To Move,Yaba,3 BHK,General Lagos Estate,1700,3.0,2.0,1134.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1080,5.0,2.0,1440.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1245,2.0,1.0,495.0
Built-up  Area,19-Dec,Ikorodu,2 BHK,General Lagos Estate,1017,2.0,1.0,594.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,650,6.0,2.0,720.0
Super built-up  Area,18-Mar,Other Lagos Areas,2 BHK,General Lagos Estate,1242,2.0,1.0,675.0
Super built-up  Area,18-Mar,Festac,3 BHK,General Lagos Estate,1792,3.0,1.0,936.0
Super built-up  Area,18-Aug,Other Lagos Areas,3 BHK,General Lagos Estate,1275,3.0,2.0,495.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1200,6.0,1.0,2340.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2400,3.0,0.0,3672.0
Super built-up  Area,Ready To Move,Ajah,1 BHK,General Lagos Estate,605,1.0,1.0,198.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,2.0,1035.0
Super built-up  Area,18-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1450,3.0,2.0,711.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1232,3.0,1.0,864.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1800,5.0,0.0,630.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,900,1.0,1.0,470.7
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2100,3.0,,1836.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1065,2.0,1.0,383.40000000000003
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1075,2.0,1.0,435.42
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1508,5.0,2.0,2160.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,780,2.0,1.0,279.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1070,2.0,1.0,385.11
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1464,3.0,2.0,504.0
Super built-up  Area,18-Oct,Other Lagos Areas,3 BHK,General Lagos Estate,1910,3.0,2.0,1350.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1280,2.0,1.0,1080.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1530,3.0,2.0,576.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2439,5.0,2.0,1530.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1088,2.0,2.0,391.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1174,2.0,1.0,702.0
Super built-up  Area,18-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1587,3.0,1.0,664.1999999999999
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1045,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Festac,2 BHK,General Lagos Estate,1304,2.0,1.0,629.73
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1100,2.0,2.0,585.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1482,2.0,1.0,620.1
Built-up  Area,18-Mar,Other Lagos Areas,3 Bedroom,General Lagos Estate,2125,3.0,1.0,963.0
Super built-up  Area,Ready To Move,Abule Egba,5 BHK,General Lagos Estate,1000,4.0,0.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1194,2.0,2.0,405.0
Super built-up  Area,Ready To Move,Mowe,2 BHK,General Lagos Estate,1200,2.0,3.0,378.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1070,2.0,2.0,296.91
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1100,2.0,1.0,418.5
Built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1270,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,279.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1246,2.0,1.0,621.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1529,3.0,3.0,465.93
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1185,2.0,2.0,378.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1060,2.0,1.0,414.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1319,3.0,1.0,339.75
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,991,2.0,0.0,576.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,662,1.0,0.0,342.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,990.0
Plot  Area,18-Apr,Other Lagos Areas,3 Bedroom,General Lagos Estate,1400,2.0,1.0,702.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1575,3.0,2.0,720.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,600,2.0,0.0,585.0
Plot  Area,Ready To Move,Ajah,5 Bedroom,General Lagos Estate,717,5.0,1.0,702.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1319,3.0,1.0,378.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2000,3.0,2.0,2700.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,600,3.0,2.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,940,2.0,1.0,432.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,600,1.0,0.0,405.0
Super built-up  Area,18-Sep,Other Lagos Areas,2 BHK,General Lagos Estate,985,2.0,1.0,226.08
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,500,1.0,0.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1349,2.0,2.0,510.3
Built-up  Area,18-Jun,Lekki,3 Bedroom,General Lagos Estate,3117,3.0,2.0,2349.0
Super built-up  Area,Ready To Move,Surulere,3 BHK,General Lagos Estate,1844,3.0,3.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1830,4.0,2.0,1350.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2275,4.0,2.0,1665.0
Super built-up  Area,18-Jul,Other Lagos Areas,4 BHK,General Lagos Estate,1791 - 4000,,,2214.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,2.0,441.99
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,900,3.0,1.0,711.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2648,3.0,3.0,2142.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,5400,4.0,,6300.0
Super built-up  Area,Ready To Move,Gbagada,3 BHK,General Lagos Estate,1372,2.0,2.0,432.18
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1455,2.0,1.0,405.0
Super built-up  Area,Ready To Move,Eko Atlantic,2 BHK,General Lagos Estate,1100,2.0,2.0,342.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1295,2.0,1.0,499.23
Super built-up  Area,22-Jan,Other Lagos Areas,3 BHK,General Lagos Estate,1475,3.0,1.0,720.0
Super built-up  Area,18-Apr,Other Lagos Areas,3 BHK,General Lagos Estate,1788,3.0,1.0,1476.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1243,2.0,1.0,414.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1855,3.0,3.0,1260.0
Super built-up  Area,18-Aug,Other Lagos Areas,3 BHK,General Lagos Estate,1850,3.0,2.0,1080.0
Super built-up  Area,Ready To Move,Yaba,3 BHK,General Lagos Estate,1315,2.0,2.0,540.0
Super built-up  Area,18-May,Lekki,2 BHK,General Lagos Estate,1216,2.0,1.0,657.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1721,3.0,2.0,837.0
Super built-up  Area,17-Nov,Other Lagos Areas,2 BHK,General Lagos Estate,1059,2.0,1.0,558.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1184,2.0,1.0,495.0
Plot  Area,Ready To Move,Festac,7 Bedroom,General Lagos Estate,1400,5.0,2.0,1575.0
Super built-up  Area,Ready To Move,Victoria Island,3 BHK,General Lagos Estate,2223,3.0,2.0,2700.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1480,3.0,2.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,635,1.0,1.0,252.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,2400,2.0,1.0,2052.0
Built-up  Area,Ready To Move,Agege,4 Bedroom,General Lagos Estate,1500,2.0,0.0,783.0
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1143,2.0,1.0,307.8
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,3200,4.0,1.0,3150.0
Plot  Area,20-Jul,Other Lagos Areas,4 Bedroom,General Lagos Estate,3170,4.0,3.0,2250.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,4800,4.0,3.0,3780.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1485,2.0,2.0,534.6
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1640,3.0,2.0,2259.0
Super built-up  Area,Ready To Move,Iyana Ipaja,3 BHK,General Lagos Estate,1655,2.0,1.0,634.5
Super built-up  Area,22-Jun,Other Lagos Areas,2 BHK,General Lagos Estate,900,2.0,2.0,369.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1600,3.0,3.0,621.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1163,2.0,2.0,612.0
Carpet  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,45.06Sq. Meter,2.0,1.0,162.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1654,3.0,,880.1999999999999
Super built-up  Area,18-Apr,Other Lagos Areas,1 BHK,General Lagos Estate,799 - 803,1.0,0.0,302.805
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2100,3.0,1.0,9000.0
Super built-up  Area,18-Jan,Abule,3 BHK,General Lagos Estate,1685,3.0,3.0,909.0
Built-up  Area,Ready To Move,Gbagada,3 BHK,General Lagos Estate,1540,3.0,3.0,720.0
Super built-up  Area,18-Jan,Other Lagos Areas,2 BHK,General Lagos Estate,1265,2.0,1.0,648.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1200,2.0,3.0,345.59999999999997
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1300,2.0,1.0,720.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1009,2.0,1.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1540,3.0,2.0,585.0
Built-up  Area,Ready To Move,Abule,3 BHK,General Lagos Estate,1735,3.0,3.0,945.0
Plot  Area,Ready To Move,Surulere,4 Bedroom,General Lagos Estate,2500,4.0,3.0,2700.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,497,1.0,1.0,180.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2480,4.0,1.0,2385.0
Built-up  Area,Ready To Move,Ajah,2 BHK,General Lagos Estate,1142,2.0,0.0,315.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1215,2.0,2.0,421.2
Super built-up  Area,Ready To Move,Ajah,2 BHK,General Lagos Estate,1070,2.0,1.0,432.0
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,292.41
Built-up  Area,18-Jul,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,292.41
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1575,2.0,3.0,765.0
Super built-up  Area,18-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1360,2.0,1.0,698.49
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1710,3.0,2.0,765.0
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,1.0,311.84999999999997
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2185,3.0,3.0,1080.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2400,4.0,3.0,1215.0
Super built-up  Area,Ready To Move,Gbagada,2 BHK,General Lagos Estate,1195,2.0,1.0,322.56000000000006
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1246,2.0,1.0,603.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1012,2.0,1.0,405.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,998,2.0,2.0,585.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2400,3.0,1.0,2250.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1130,2.0,2.0,765.0
Super built-up  Area,Ready To Move,Victoria Island,3 BHK,General Lagos Estate,1744,4.0,1.0,1890.0
Super built-up  Area,18-Jul,Other Lagos Areas,4 BHK,General Lagos Estate,2733,5.0,2.0,2331.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1354,2.0,1.0,882.0
Plot  Area,Ready To Move,Other Lagos Areas,10 Bedroom,General Lagos Estate,3300,9.0,,4050.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1389,2.0,2.0,846.0
Plot  Area,Ready To Move,Sangotedo,4 Bedroom,General Lagos Estate,2970,3.0,3.0,1170.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2560,4.0,,2790.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1172,2.0,2.0,675.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,500,2.0,1.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1495,3.0,2.0,540.0
Super built-up  Area,Ready To Move,Abule Egba,2 BHK,General Lagos Estate,1738,2.0,1.0,516.15
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1315,2.0,2.0,450.0
Super built-up  Area,Ready To Move,Yaba,2 BHK,General Lagos Estate,1270,2.0,3.0,657.0
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1160,2.0,1.0,469.8
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1450,2.0,1.0,603.0
